Local time,Open,High,Low,Close,Volume
20.02.2018 05:46:28.000 GMT-0800,1.23418,1.23418,1.23418,1.23418,3.19
20.02.2018 05:46:29.000 GMT-0800,1.23417,1.23417,1.23417,1.23417,1.25
20.02.2018 05:46:37.000 GMT-0800,1.23418,1.23418,1.23418,1.23418,1.25
20.02.2018 05:46:40.000 GMT-0800,1.23418,1.23418,1.23415,1.23415,7.95
20.02.2018 05:46:42.000 GMT-0800,1.23415,1.23415,1.23415,1.23415,3.75
20.02.2018 05:46:43.000 GMT-0800,1.23414,1.23414,1.23414,1.23414,1.5
20.02.2018 05:46:44.000 GMT-0800,1.23412,1.23412,1.23412,1.23412,11.620000000000001
20.02.2018 05:46:45.000 GMT-0800,1.23411,1.23411,1.23411,1.23411,2.6
20.02.2018 05:46:46.000 GMT-0800,1.23412,1.23412,1.23412,1.23412,3.37
20.02.2018 05:46:47.000 GMT-0800,1.23412,1.23412,1.23412,1.23412,1.25
20.02.2018 05:46:48.000 GMT-0800,1.23412,1.23419,1.23412,1.23419,10.129999999999999
20.02.2018 05:46:49.000 GMT-0800,1.23420,1.23422,1.23420,1.23422,2.75
20.02.2018 05:46:50.000 GMT-0800,1.23423,1.23423,1.23423,1.23423,1
20.02.2018 05:46:52.000 GMT-0800,1.23425,1.23425,1.23425,1.23425,7.57
20.02.2018 05:46:53.000 GMT-0800,1.23425,1.23434,1.23425,1.23434,6.5699999999999985
20.02.2018 05:46:54.000 GMT-0800,1.23435,1.23435,1.23435,1.23435,4
20.02.2018 05:46:55.000 GMT-0800,1.23436,1.23436,1.23435,1.23435,2
20.02.2018 05:46:56.000 GMT-0800,1.23435,1.23435,1.23432,1.23432,2
20.02.2018 05:46:57.000 GMT-0800,1.23429,1.23429,1.23427,1.23429,4.37
20.02.2018 05:46:58.000 GMT-0800,1.23429,1.23429,1.23429,1.23429,3.37
20.02.2018 05:47:00.000 GMT-0800,1.23428,1.23429,1.23428,1.23429,2.62
20.02.2018 05:47:01.000 GMT-0800,1.23427,1.23427,1.23422,1.23424,3.5
20.02.2018 05:47:02.000 GMT-0800,1.23424,1.23424,1.23424,1.23424,3.45
20.02.2018 05:47:03.000 GMT-0800,1.23423,1.23423,1.23423,1.23423,2
20.02.2018 05:47:05.000 GMT-0800,1.23423,1.23423,1.23423,1.23423,2.25
20.02.2018 05:47:06.000 GMT-0800,1.23423,1.23423,1.23423,1.23423,5.250000000000001
20.02.2018 05:47:07.000 GMT-0800,1.23423,1.23423,1.23423,1.23423,1.5
20.02.2018 05:47:08.000 GMT-0800,1.23423,1.23423,1.23423,1.23423,1.5
20.02.2018 05:47:09.000 GMT-0800,1.23423,1.23423,1.23423,1.23423,1.5
20.02.2018 05:47:10.000 GMT-0800,1.23422,1.23422,1.23419,1.23419,18.96
20.02.2018 05:47:11.000 GMT-0800,1.23419,1.23419,1.23418,1.23418,10.759999999999998
20.02.2018 05:47:12.000 GMT-0800,1.23419,1.23419,1.23419,1.23419,1.25
20.02.2018 05:47:14.000 GMT-0800,1.23418,1.23418,1.23418,1.23418,1.25
20.02.2018 05:47:15.000 GMT-0800,1.23419,1.23419,1.23419,1.23419,2.94
20.02.2018 05:47:16.000 GMT-0800,1.23419,1.23421,1.23419,1.23421,3.5099999999999993
20.02.2018 05:47:17.000 GMT-0800,1.23423,1.23423,1.23423,1.23423,2.25
20.02.2018 05:47:18.000 GMT-0800,1.23423,1.23423,1.23423,1.23423,2.25
20.02.2018 05:47:19.000 GMT-0800,1.23425,1.23425,1.23425,1.23425,1
20.02.2018 05:47:21.000 GMT-0800,1.23425,1.23425,1.23425,1.23425,1
20.02.2018 05:47:24.000 GMT-0800,1.23424,1.23424,1.23424,1.23424,1
20.02.2018 05:47:25.000 GMT-0800,1.23425,1.23425,1.23425,1.23425,1.25
20.02.2018 05:47:29.000 GMT-0800,1.23425,1.23425,1.23425,1.23425,1
20.02.2018 05:47:32.000 GMT-0800,1.23425,1.23425,1.23425,1.23425,1.25
20.02.2018 05:47:35.000 GMT-0800,1.23425,1.23425,1.23422,1.23422,2.25
20.02.2018 05:47:36.000 GMT-0800,1.23420,1.23420,1.23420,1.23420,1
20.02.2018 05:47:37.000 GMT-0800,1.23421,1.23421,1.23420,1.23421,5.75
20.02.2018 05:47:40.000 GMT-0800,1.23422,1.23424,1.23422,1.23423,17.65
20.02.2018 05:47:41.000 GMT-0800,1.23423,1.23424,1.23423,1.23424,3.12
20.02.2018 05:47:42.000 GMT-0800,1.23423,1.23423,1.23420,1.23420,5.5
20.02.2018 05:47:43.000 GMT-0800,1.23419,1.23419,1.23419,1.23419,1
20.02.2018 05:47:44.000 GMT-0800,1.23420,1.23420,1.23419,1.23419,5.06
20.02.2018 05:47:45.000 GMT-0800,1.23419,1.23419,1.23418,1.23418,19.27
20.02.2018 05:47:46.000 GMT-0800,1.23415,1.23416,1.23415,1.23416,2.56
20.02.2018 05:47:48.000 GMT-0800,1.23416,1.23416,1.23416,1.23416,4.88
20.02.2018 05:47:49.000 GMT-0800,1.23416,1.23416,1.23416,1.23416,2.44
20.02.2018 05:47:50.000 GMT-0800,1.23415,1.23415,1.23415,1.23415,1.31
20.02.2018 05:47:51.000 GMT-0800,1.23418,1.23418,1.23418,1.23418,1.5
20.02.2018 05:47:52.000 GMT-0800,1.23417,1.23417,1.23415,1.23415,2.5
20.02.2018 05:47:53.000 GMT-0800,1.23415,1.23415,1.23415,1.23415,3.75
20.02.2018 05:47:54.000 GMT-0800,1.23416,1.23416,1.23416,1.23416,6
20.02.2018 05:47:55.000 GMT-0800,1.23416,1.23416,1.23415,1.23415,2.5
20.02.2018 05:47:56.000 GMT-0800,1.23416,1.23416,1.23416,1.23416,2.25
20.02.2018 05:48:02.000 GMT-0800,1.23416,1.23416,1.23416,1.23416,3
20.02.2018 05:48:03.000 GMT-0800,1.23416,1.23416,1.23413,1.23413,7.94
20.02.2018 05:48:04.000 GMT-0800,1.23412,1.23412,1.23409,1.23409,5.369999999999999
20.02.2018 05:48:05.000 GMT-0800,1.23409,1.23409,1.23409,1.23409,1
20.02.2018 05:48:06.000 GMT-0800,1.23410,1.23410,1.23406,1.23406,2.5100000000000002
20.02.2018 05:48:07.000 GMT-0800,1.23407,1.23408,1.23407,1.23408,2
20.02.2018 05:48:09.000 GMT-0800,1.23407,1.23407,1.23406,1.23406,2.25
20.02.2018 05:48:13.000 GMT-0800,1.23405,1.23405,1.23405,1.23405,1.25
20.02.2018 05:48:14.000 GMT-0800,1.23406,1.23406,1.23406,1.23406,1
20.02.2018 05:48:15.000 GMT-0800,1.23405,1.23405,1.23405,1.23405,1
20.02.2018 05:48:16.000 GMT-0800,1.23406,1.23406,1.23406,1.23406,3.38
20.02.2018 05:48:17.000 GMT-0800,1.23405,1.23405,1.23405,1.23405,1
20.02.2018 05:48:18.000 GMT-0800,1.23406,1.23406,1.23406,1.23406,1.25
20.02.2018 05:48:19.000 GMT-0800,1.23405,1.23405,1.23405,1.23405,1
20.02.2018 05:48:20.000 GMT-0800,1.23406,1.23406,1.23406,1.23406,2.25
20.02.2018 05:48:21.000 GMT-0800,1.23406,1.23406,1.23406,1.23406,1.25
20.02.2018 05:48:22.000 GMT-0800,1.23406,1.23406,1.23406,1.23406,2.94
20.02.2018 05:48:24.000 GMT-0800,1.23406,1.23408,1.23406,1.23408,3.2500000000000004
20.02.2018 05:48:28.000 GMT-0800,1.23408,1.23408,1.23408,1.23408,2
20.02.2018 05:48:31.000 GMT-0800,1.23407,1.23407,1.23406,1.23406,3.56
20.02.2018 05:48:32.000 GMT-0800,1.23406,1.23406,1.23401,1.23401,5.3500000000000005
20.02.2018 05:48:33.000 GMT-0800,1.23402,1.23402,1.23402,1.23402,1
20.02.2018 05:48:34.000 GMT-0800,1.23400,1.23400,1.23396,1.23396,4.1
20.02.2018 05:48:35.000 GMT-0800,1.23396,1.23396,1.23392,1.23392,6.75
20.02.2018 05:48:36.000 GMT-0800,1.23393,1.23397,1.23391,1.23391,6.5
20.02.2018 05:48:37.000 GMT-0800,1.23388,1.23388,1.23386,1.23386,16.21
20.02.2018 05:48:38.000 GMT-0800,1.23386,1.23386,1.23381,1.23381,7.26
20.02.2018 05:48:39.000 GMT-0800,1.23378,1.23383,1.23378,1.23383,16.26
20.02.2018 05:48:40.000 GMT-0800,1.23382,1.23382,1.23382,1.23382,1.12
20.02.2018 05:48:41.000 GMT-0800,1.23381,1.23381,1.23381,1.23381,1
20.02.2018 05:48:42.000 GMT-0800,1.23382,1.23384,1.23381,1.23384,11.87
20.02.2018 05:48:43.000 GMT-0800,1.23387,1.23387,1.23387,1.23387,6.37
20.02.2018 05:48:44.000 GMT-0800,1.23386,1.23387,1.23386,1.23387,2.75
20.02.2018 05:48:45.000 GMT-0800,1.23387,1.23387,1.23387,1.23387,5.619999999999999
20.02.2018 05:48:46.000 GMT-0800,1.23387,1.23389,1.23387,1.23389,9.99
20.02.2018 05:48:47.000 GMT-0800,1.23389,1.23389,1.23389,1.23389,1.31
20.02.2018 05:48:48.000 GMT-0800,1.23389,1.23389,1.23388,1.23388,4.5600000000000005
20.02.2018 05:48:52.000 GMT-0800,1.23386,1.23386,1.23386,1.23386,1
20.02.2018 05:48:53.000 GMT-0800,1.23385,1.23386,1.23385,1.23386,3.0600000000000005
20.02.2018 05:48:54.000 GMT-0800,1.23386,1.23386,1.23384,1.23386,3.3099999999999996
20.02.2018 05:48:55.000 GMT-0800,1.23385,1.23385,1.23384,1.23384,4.56
20.02.2018 05:48:56.000 GMT-0800,1.23383,1.23384,1.23383,1.23384,5.6899999999999995
20.02.2018 05:48:57.000 GMT-0800,1.23384,1.23384,1.23384,1.23384,4.1899999999999995
20.02.2018 05:48:58.000 GMT-0800,1.23385,1.23386,1.23385,1.23386,2.5
20.02.2018 05:48:59.000 GMT-0800,1.23386,1.23386,1.23386,1.23386,1.69
20.02.2018 05:49:01.000 GMT-0800,1.23387,1.23387,1.23387,1.23387,1
20.02.2018 05:49:02.000 GMT-0800,1.23390,1.23390,1.23390,1.23390,5.63
20.02.2018 05:49:04.000 GMT-0800,1.23387,1.23387,1.23386,1.23386,2.5
20.02.2018 05:49:08.000 GMT-0800,1.23388,1.23390,1.23388,1.23390,11.66
20.02.2018 05:49:09.000 GMT-0800,1.23390,1.23390,1.23390,1.23390,4.4399999999999995
20.02.2018 05:49:10.000 GMT-0800,1.23390,1.23390,1.23390,1.23390,4.5
20.02.2018 05:49:12.000 GMT-0800,1.23390,1.23392,1.23390,1.23392,2.25
20.02.2018 05:49:14.000 GMT-0800,1.23392,1.23392,1.23392,1.23392,1.13
20.02.2018 05:49:15.000 GMT-0800,1.23392,1.23392,1.23392,1.23392,2.25
20.02.2018 05:49:16.000 GMT-0800,1.23392,1.23393,1.23392,1.23393,9.93
20.02.2018 05:49:23.000 GMT-0800,1.23393,1.23400,1.23393,1.23400,16.310000000000002
20.02.2018 05:49:24.000 GMT-0800,1.23402,1.23402,1.23402,1.23402,4.129999999999999
20.02.2018 05:49:25.000 GMT-0800,1.23404,1.23406,1.23404,1.23406,6.750000000000001
20.02.2018 05:49:26.000 GMT-0800,1.23408,1.23409,1.23408,1.23409,8.81
20.02.2018 05:49:27.000 GMT-0800,1.23408,1.23411,1.23408,1.23409,7.56
20.02.2018 05:49:28.000 GMT-0800,1.23408,1.23409,1.23408,1.23409,7.75
20.02.2018 05:49:30.000 GMT-0800,1.23409,1.23409,1.23409,1.23409,7.870000000000001
20.02.2018 05:49:31.000 GMT-0800,1.23408,1.23408,1.23405,1.23406,7.95
20.02.2018 05:49:32.000 GMT-0800,1.23403,1.23403,1.23403,1.23403,2.25
20.02.2018 05:49:33.000 GMT-0800,1.23403,1.23403,1.23403,1.23403,1
20.02.2018 05:49:34.000 GMT-0800,1.23402,1.23402,1.23402,1.23402,2
20.02.2018 05:49:35.000 GMT-0800,1.23403,1.23403,1.23402,1.23402,8.25
20.02.2018 05:49:36.000 GMT-0800,1.23402,1.23403,1.23402,1.23403,8.879999999999999
20.02.2018 05:49:37.000 GMT-0800,1.23402,1.23402,1.23402,1.23402,1
20.02.2018 05:49:39.000 GMT-0800,1.23402,1.23403,1.23402,1.23402,9.250000000000002
20.02.2018 05:49:40.000 GMT-0800,1.23400,1.23400,1.23400,1.23400,5.44
20.02.2018 05:49:41.000 GMT-0800,1.23399,1.23399,1.23399,1.23399,3.2500000000000004
20.02.2018 05:49:42.000 GMT-0800,1.23397,1.23398,1.23397,1.23398,2.87
20.02.2018 05:49:43.000 GMT-0800,1.23397,1.23398,1.23397,1.23398,8.14
20.02.2018 05:49:44.000 GMT-0800,1.23398,1.23398,1.23398,1.23398,3
20.02.2018 05:49:46.000 GMT-0800,1.23398,1.23398,1.23398,1.23398,8.25
20.02.2018 05:49:48.000 GMT-0800,1.23398,1.23398,1.23398,1.23398,10.94
20.02.2018 05:49:50.000 GMT-0800,1.23399,1.23399,1.23399,1.23399,1.76
20.02.2018 05:49:52.000 GMT-0800,1.23400,1.23400,1.23398,1.23398,5.51
20.02.2018 05:49:53.000 GMT-0800,1.23398,1.23398,1.23395,1.23395,7.64
20.02.2018 05:49:54.000 GMT-0800,1.23394,1.23394,1.23394,1.23394,7.499999999999999
20.02.2018 05:49:55.000 GMT-0800,1.23395,1.23395,1.23393,1.23393,14.32
20.02.2018 05:49:56.000 GMT-0800,1.23392,1.23393,1.23392,1.23393,3.2500000000000004
20.02.2018 05:49:57.000 GMT-0800,1.23395,1.23395,1.23391,1.23391,13.879999999999999
20.02.2018 05:49:59.000 GMT-0800,1.23391,1.23391,1.23391,1.23391,1.25
20.02.2018 05:50:01.000 GMT-0800,1.23392,1.23392,1.23391,1.23391,2
20.02.2018 05:50:02.000 GMT-0800,1.23392,1.23392,1.23391,1.23391,4.49
20.02.2018 05:50:03.000 GMT-0800,1.23392,1.23392,1.23392,1.23392,4.24
20.02.2018 05:50:04.000 GMT-0800,1.23391,1.23391,1.23391,1.23391,1
20.02.2018 05:50:05.000 GMT-0800,1.23392,1.23392,1.23391,1.23391,6.36
20.02.2018 05:50:06.000 GMT-0800,1.23392,1.23392,1.23391,1.23391,6.86
20.02.2018 05:50:07.000 GMT-0800,1.23390,1.23390,1.23390,1.23390,2.75
20.02.2018 05:50:08.000 GMT-0800,1.23390,1.23390,1.23379,1.23379,25.470000000000002
20.02.2018 05:50:09.000 GMT-0800,1.23380,1.23380,1.23380,1.23380,1
20.02.2018 05:50:10.000 GMT-0800,1.23379,1.23380,1.23379,1.23380,3.62
20.02.2018 05:50:11.000 GMT-0800,1.23380,1.23380,1.23380,1.23380,1.5
20.02.2018 05:50:12.000 GMT-0800,1.23381,1.23381,1.23381,1.23381,2.47
20.02.2018 05:50:15.000 GMT-0800,1.23380,1.23381,1.23380,1.23381,4.12
20.02.2018 05:50:17.000 GMT-0800,1.23381,1.23381,1.23381,1.23381,21.17
20.02.2018 05:50:18.000 GMT-0800,1.23380,1.23380,1.23380,1.23380,10.500000000000002
20.02.2018 05:50:21.000 GMT-0800,1.23380,1.23380,1.23380,1.23380,9.780000000000001
20.02.2018 05:50:22.000 GMT-0800,1.23380,1.23380,1.23380,1.23380,1.5
20.02.2018 05:50:23.000 GMT-0800,1.23383,1.23383,1.23382,1.23382,8.370000000000001
20.02.2018 05:50:24.000 GMT-0800,1.23382,1.23382,1.23382,1.23382,3.07
20.02.2018 05:50:25.000 GMT-0800,1.23381,1.23383,1.23381,1.23383,6.44
20.02.2018 05:50:26.000 GMT-0800,1.23382,1.23382,1.23382,1.23382,3.4699999999999998
20.02.2018 05:50:28.000 GMT-0800,1.23382,1.23382,1.23382,1.23382,5.85
20.02.2018 05:50:29.000 GMT-0800,1.23380,1.23380,1.23380,1.23380,1
20.02.2018 05:50:30.000 GMT-0800,1.23381,1.23381,1.23381,1.23381,3.6900000000000004
20.02.2018 05:50:31.000 GMT-0800,1.23382,1.23382,1.23381,1.23381,8.8
20.02.2018 05:50:32.000 GMT-0800,1.23382,1.23382,1.23382,1.23382,2.25
20.02.2018 05:50:33.000 GMT-0800,1.23381,1.23381,1.23381,1.23381,1
20.02.2018 05:50:34.000 GMT-0800,1.23380,1.23380,1.23380,1.23380,1.69
20.02.2018 05:50:36.000 GMT-0800,1.23380,1.23380,1.23380,1.23380,5.32
20.02.2018 05:50:37.000 GMT-0800,1.23380,1.23380,1.23377,1.23380,13.8
20.02.2018 05:50:38.000 GMT-0800,1.23379,1.23379,1.23379,1.23379,1
20.02.2018 05:50:39.000 GMT-0800,1.23379,1.23379,1.23379,1.23379,1
20.02.2018 05:50:40.000 GMT-0800,1.23380,1.23380,1.23380,1.23380,5.99
20.02.2018 05:50:41.000 GMT-0800,1.23379,1.23379,1.23379,1.23379,1
20.02.2018 05:50:42.000 GMT-0800,1.23379,1.23379,1.23379,1.23379,2
20.02.2018 05:50:44.000 GMT-0800,1.23379,1.23379,1.23379,1.23379,8.129999999999999
20.02.2018 05:50:45.000 GMT-0800,1.23379,1.23379,1.23379,1.23379,4.76
20.02.2018 05:50:46.000 GMT-0800,1.23378,1.23378,1.23378,1.23378,3.5599999999999996
20.02.2018 05:50:47.000 GMT-0800,1.23378,1.23378,1.23377,1.23377,21.79
20.02.2018 05:50:48.000 GMT-0800,1.23377,1.23377,1.23377,1.23377,5.02
20.02.2018 05:50:49.000 GMT-0800,1.23377,1.23377,1.23377,1.23377,4.46
20.02.2018 05:50:50.000 GMT-0800,1.23376,1.23377,1.23376,1.23377,6.89
20.02.2018 05:50:51.000 GMT-0800,1.23376,1.23376,1.23376,1.23376,1
20.02.2018 05:50:52.000 GMT-0800,1.23377,1.23377,1.23377,1.23377,2.62
20.02.2018 05:50:53.000 GMT-0800,1.23377,1.23377,1.23377,1.23377,2.25
20.02.2018 05:50:54.000 GMT-0800,1.23376,1.23377,1.23376,1.23377,3.75
20.02.2018 05:50:55.000 GMT-0800,1.23376,1.23376,1.23376,1.23376,9.21
20.02.2018 05:50:56.000 GMT-0800,1.23371,1.23372,1.23369,1.23372,18.48
20.02.2018 05:50:57.000 GMT-0800,1.23372,1.23372,1.23372,1.23372,4.27
20.02.2018 05:50:58.000 GMT-0800,1.23371,1.23373,1.23371,1.23373,2.37
20.02.2018 05:50:59.000 GMT-0800,1.23374,1.23376,1.23374,1.23375,9.070000000000002
20.02.2018 05:51:00.000 GMT-0800,1.23373,1.23373,1.23372,1.23372,4
20.02.2018 05:51:01.000 GMT-0800,1.23372,1.23372,1.23372,1.23372,3.35
20.02.2018 05:51:02.000 GMT-0800,1.23372,1.23372,1.23372,1.23372,7.1899999999999995
20.02.2018 05:51:03.000 GMT-0800,1.23372,1.23372,1.23372,1.23372,8.51
20.02.2018 05:51:04.000 GMT-0800,1.23372,1.23372,1.23372,1.23372,7.300000000000001
20.02.2018 05:51:05.000 GMT-0800,1.23372,1.23372,1.23372,1.23372,4.49
20.02.2018 05:51:06.000 GMT-0800,1.23372,1.23373,1.23372,1.23372,8.95
20.02.2018 05:51:07.000 GMT-0800,1.23372,1.23372,1.23372,1.23372,2.62
20.02.2018 05:51:08.000 GMT-0800,1.23371,1.23371,1.23371,1.23371,1
20.02.2018 05:51:09.000 GMT-0800,1.23372,1.23372,1.23372,1.23372,5.44
20.02.2018 05:51:10.000 GMT-0800,1.23371,1.23372,1.23371,1.23372,6.450000000000001
20.02.2018 05:51:11.000 GMT-0800,1.23371,1.23372,1.23371,1.23372,6.45
20.02.2018 05:51:12.000 GMT-0800,1.23371,1.23372,1.23371,1.23372,4.87
20.02.2018 05:51:13.000 GMT-0800,1.23371,1.23371,1.23371,1.23371,1
20.02.2018 05:51:14.000 GMT-0800,1.23372,1.23372,1.23372,1.23372,4.12
20.02.2018 05:51:15.000 GMT-0800,1.23371,1.23372,1.23371,1.23372,8.69
20.02.2018 05:51:16.000 GMT-0800,1.23371,1.23371,1.23371,1.23371,2.5
20.02.2018 05:51:17.000 GMT-0800,1.23371,1.23371,1.23371,1.23371,1
20.02.2018 05:51:18.000 GMT-0800,1.23371,1.23371,1.23371,1.23371,3.9399999999999995
20.02.2018 05:51:19.000 GMT-0800,1.23371,1.23371,1.23371,1.23371,1.87
20.02.2018 05:51:23.000 GMT-0800,1.23372,1.23372,1.23371,1.23371,2.87
20.02.2018 05:51:24.000 GMT-0800,1.23372,1.23372,1.23372,1.23372,1.87
20.02.2018 05:51:25.000 GMT-0800,1.23371,1.23371,1.23371,1.23371,1
20.02.2018 05:51:26.000 GMT-0800,1.23372,1.23372,1.23372,1.23372,1.87
20.02.2018 05:51:27.000 GMT-0800,1.23370,1.23370,1.23370,1.23370,2.5
20.02.2018 05:51:28.000 GMT-0800,1.23369,1.23369,1.23366,1.23366,13.13
20.02.2018 05:51:29.000 GMT-0800,1.23362,1.23362,1.23362,1.23362,9.26
20.02.2018 05:51:30.000 GMT-0800,1.23361,1.23361,1.23359,1.23359,4.92
20.02.2018 05:51:31.000 GMT-0800,1.23357,1.23357,1.23352,1.23352,6.820000000000001
20.02.2018 05:51:32.000 GMT-0800,1.23350,1.23352,1.23348,1.23352,17.45
20.02.2018 05:51:33.000 GMT-0800,1.23351,1.23351,1.23350,1.23350,4.9399999999999995
20.02.2018 05:51:34.000 GMT-0800,1.23348,1.23348,1.23347,1.23347,16.54
20.02.2018 05:51:35.000 GMT-0800,1.23342,1.23342,1.23341,1.23341,16.72
20.02.2018 05:51:36.000 GMT-0800,1.23340,1.23340,1.23340,1.23340,1
20.02.2018 05:51:38.000 GMT-0800,1.23340,1.23340,1.23340,1.23340,2.89
20.02.2018 05:51:39.000 GMT-0800,1.23337,1.23337,1.23335,1.23335,2.31
20.02.2018 05:51:40.000 GMT-0800,1.23337,1.23337,1.23333,1.23334,14.86
20.02.2018 05:51:41.000 GMT-0800,1.23336,1.23338,1.23334,1.23336,6.51
20.02.2018 05:51:42.000 GMT-0800,1.23337,1.23339,1.23337,1.23339,2.62
20.02.2018 05:51:43.000 GMT-0800,1.23341,1.23343,1.23341,1.23341,6.91
20.02.2018 05:51:44.000 GMT-0800,1.23341,1.23341,1.23341,1.23341,1.25
20.02.2018 05:51:45.000 GMT-0800,1.23340,1.23342,1.23339,1.23342,10.129999999999999
20.02.2018 05:51:46.000 GMT-0800,1.23341,1.23341,1.23337,1.23337,11.120000000000001
20.02.2018 05:51:47.000 GMT-0800,1.23332,1.23333,1.23332,1.23333,8.89
20.02.2018 05:51:48.000 GMT-0800,1.23335,1.23335,1.23334,1.23334,5.420000000000001
20.02.2018 05:51:49.000 GMT-0800,1.23333,1.23333,1.23327,1.23327,35.92
20.02.2018 05:51:50.000 GMT-0800,1.23322,1.23326,1.23322,1.23322,7.850000000000001
20.02.2018 05:51:51.000 GMT-0800,1.23322,1.23324,1.23322,1.23324,9.77
20.02.2018 05:51:52.000 GMT-0800,1.23327,1.23328,1.23327,1.23328,6.25
20.02.2018 05:51:53.000 GMT-0800,1.23326,1.23326,1.23324,1.23325,10.629999999999999
20.02.2018 05:51:54.000 GMT-0800,1.23324,1.23326,1.23324,1.23326,9.740000000000002
20.02.2018 05:51:55.000 GMT-0800,1.23325,1.23328,1.23320,1.23321,15.290000000000001
20.02.2018 05:51:56.000 GMT-0800,1.23321,1.23321,1.23320,1.23320,4.0200000000000005
20.02.2018 05:51:57.000 GMT-0800,1.23320,1.23320,1.23316,1.23316,24.8
20.02.2018 05:51:58.000 GMT-0800,1.23315,1.23315,1.23310,1.23310,8.48
20.02.2018 05:51:59.000 GMT-0800,1.23311,1.23328,1.23311,1.23328,11.889999999999999
20.02.2018 05:52:00.000 GMT-0800,1.23329,1.23329,1.23326,1.23326,10.48
20.02.2018 05:52:01.000 GMT-0800,1.23328,1.23328,1.23326,1.23326,2.67
20.02.2018 05:52:02.000 GMT-0800,1.23319,1.23329,1.23319,1.23329,22.47
20.02.2018 05:52:03.000 GMT-0800,1.23327,1.23327,1.23326,1.23326,5.21
20.02.2018 05:52:04.000 GMT-0800,1.23323,1.23323,1.23319,1.23319,3.69
20.02.2018 05:52:05.000 GMT-0800,1.23320,1.23320,1.23320,1.23320,8.7
20.02.2018 05:52:06.000 GMT-0800,1.23320,1.23321,1.23319,1.23319,17.29
20.02.2018 05:52:07.000 GMT-0800,1.23318,1.23320,1.23317,1.23320,6.71
20.02.2018 05:52:08.000 GMT-0800,1.23320,1.23320,1.23314,1.23314,4.95
20.02.2018 05:52:09.000 GMT-0800,1.23312,1.23317,1.23312,1.23315,12.25
20.02.2018 05:52:10.000 GMT-0800,1.23315,1.23316,1.23315,1.23315,4.909999999999999
20.02.2018 05:52:11.000 GMT-0800,1.23313,1.23314,1.23313,1.23314,2.5
20.02.2018 05:52:12.000 GMT-0800,1.23312,1.23313,1.23309,1.23309,11.11
20.02.2018 05:52:13.000 GMT-0800,1.23305,1.23305,1.23303,1.23303,4.25
20.02.2018 05:52:14.000 GMT-0800,1.23304,1.23306,1.23301,1.23301,13.040000000000001
20.02.2018 05:52:15.000 GMT-0800,1.23300,1.23300,1.23300,1.23300,2.5
20.02.2018 05:52:16.000 GMT-0800,1.23300,1.23304,1.23300,1.23304,2.64
20.02.2018 05:52:17.000 GMT-0800,1.23308,1.23313,1.23308,1.23313,4.220000000000001
20.02.2018 05:52:18.000 GMT-0800,1.23313,1.23313,1.23310,1.23310,7.119999999999999
20.02.2018 05:52:19.000 GMT-0800,1.23307,1.23309,1.23306,1.23309,8.95
20.02.2018 05:52:20.000 GMT-0800,1.23309,1.23309,1.23307,1.23307,6.37
20.02.2018 05:52:21.000 GMT-0800,1.23307,1.23307,1.23305,1.23305,10.36
20.02.2018 05:52:22.000 GMT-0800,1.23310,1.23310,1.23309,1.23309,2
20.02.2018 05:52:23.000 GMT-0800,1.23311,1.23314,1.23310,1.23312,11.569999999999999
20.02.2018 05:52:24.000 GMT-0800,1.23313,1.23313,1.23313,1.23313,6.07
20.02.2018 05:52:25.000 GMT-0800,1.23312,1.23312,1.23309,1.23309,7.64
20.02.2018 05:52:26.000 GMT-0800,1.23310,1.23310,1.23310,1.23310,2.06
20.02.2018 05:52:27.000 GMT-0800,1.23310,1.23310,1.23306,1.23306,3.0600000000000005
20.02.2018 05:52:28.000 GMT-0800,1.23307,1.23307,1.23303,1.23303,8.32
20.02.2018 05:52:29.000 GMT-0800,1.23303,1.23307,1.23303,1.23305,3.1199999999999997
20.02.2018 05:52:30.000 GMT-0800,1.23307,1.23313,1.23307,1.23313,7.45
20.02.2018 05:52:31.000 GMT-0800,1.23314,1.23314,1.23313,1.23313,3.2500000000000004
20.02.2018 05:52:32.000 GMT-0800,1.23312,1.23312,1.23311,1.23311,2
20.02.2018 05:52:33.000 GMT-0800,1.23311,1.23314,1.23311,1.23314,5.12
20.02.2018 05:52:34.000 GMT-0800,1.23315,1.23315,1.23313,1.23313,3.7
20.02.2018 05:52:35.000 GMT-0800,1.23313,1.23313,1.23313,1.23313,1
20.02.2018 05:52:36.000 GMT-0800,1.23313,1.23313,1.23313,1.23313,1
20.02.2018 05:52:37.000 GMT-0800,1.23313,1.23313,1.23313,1.23313,2.5
20.02.2018 05:52:38.000 GMT-0800,1.23313,1.23314,1.23313,1.23314,2.5
20.02.2018 05:52:39.000 GMT-0800,1.23312,1.23312,1.23311,1.23311,8.85
20.02.2018 05:52:40.000 GMT-0800,1.23311,1.23312,1.23309,1.23309,12.99
20.02.2018 05:52:41.000 GMT-0800,1.23308,1.23312,1.23308,1.23312,6.249999999999999
20.02.2018 05:52:42.000 GMT-0800,1.23313,1.23313,1.23313,1.23313,1.5
20.02.2018 05:52:43.000 GMT-0800,1.23312,1.23312,1.23311,1.23311,7.75
20.02.2018 05:52:44.000 GMT-0800,1.23312,1.23313,1.23311,1.23311,3
20.02.2018 05:52:45.000 GMT-0800,1.23310,1.23311,1.23310,1.23311,2
